Pose,0.4983743131160736,0.15758448839187622,-0.4517320394515991
Pose,0.5348119139671326,0.1394565999507904,-0.46291300654411316
Pose,0.5512234568595886,0.13985157012939453,-0.46322885155677795
Pose,0.5666608810424805,0.1405697762966156,-0.4638095796108246
Pose,0.4984683692455292,0.1390635073184967,-0.3941856920719147
Pose,0.4901825785636902,0.13887441158294678,-0.3940780758857727
Pose,0.48182064294815063,0.13881415128707886,-0.3941502571105957
Pose,0.6022706627845764,0.15424048900604248,-0.3516230285167694
Pose,0.5077813267707825,0.1497935950756073,-0.03915633633732796
Pose,0.5350297093391418,0.18223628401756287,-0.3968751132488251
Pose,0.48623356223106384,0.18003669381141663,-0.3079451024532318
Pose,0.6112362146377563,0.2587098479270935,-0.5124157071113586
Pose,0.5115678906440735,0.2586663067340851,0.3919769823551178
Pose,0.3370305001735687,0.3272070288658142,-0.5734525918960571
Pose,0.41025927662849426,0.3877173066139221,0.5597075819969177
Pose,0.289950966835022,0.21683259308338165,-0.233780175447464
Pose,0.411600798368454,0.3785318434238434,0.46268972754478455
Pose,0.2581821084022522,0.1822972595691681,-0.255948930978775
Pose,0.4127618670463562,0.3816720247268677,0.4562927782535553
Pose,0.3013964593410492,0.16619116067886353,-0.27549034357070923
Pose,0.417228102684021,0.3701461851596832,0.4405485689640045
Pose,0.32554760575294495,0.18531176447868347,-0.22918002307415009
Pose,0.42827171087265015,0.37137532234191895,0.4442123472690582
Pose,0.5917319655418396,0.5643541216850281,-0.23074603080749512
Pose,0.47606903314590454,0.569507896900177,0.23034189641475677
Pose,0.5600270628929138,0.8074485659599304,-0.4510531425476074
Pose,0.3221546411514282,0.8071392774581909,0.06142415106296539
Pose,0.5808150172233582,0.9873582124710083,0.2008368819952011
Pose,0.459455668926239,0.9648290872573853,0.573574960231781
Pose,0.6131892204284668,0.9927984476089478,0.2597119212150574
Pose,0.5075014233589172,0.9739006757736206,0.6148534417152405
Pose,0.45207923650741577,1.0839357376098633,0.005756032653152943
Pose,0.3792506456375122,1.059011697769165,0.40199267864227295
